restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address,clean_name
Al Manar,quick bites,2.8,40,400.0,No,No,"south indian, north indian, chinese",koramangala 7th block,wilson garden,Al Manar
Al Noor,quick bites,3.7,21,350.0,No,No,"north indian, chinese, arabian, rolls",brigade road,shivajinagar,Al Noor
Al Sadique,quick bites,3.9,185,450.0,Yes,No,"north indian, mughlai, chinese, rolls",rajajinagar,magadi road,Al Sadique
Al Sadique Restaurant,quick bites,3.4,32,350.0,No,No,"mughlai, north indian, street food",mg road,frazer town,Al Sadique Restaurant
Al Swaad Take Away,quick bites,3.1,12,350.0,Yes,No,"north indian, south indian, arabian",brigade road,richmond road,Al Swaad Take Away
Al Taj Fast Food,quick bites,3.2,4,600.0,Yes,No,"fast food, north indian, south indian, chinese",rajajinagar,vijay nagar,Al Taj Fast Food
Al Zaiqa Hotel,quick bites,3.4,14,200.0,Yes,No,"chinese, south indian, fast food",marathahalli,marathahalli,Al Zaiqa Hotel
Alampur Bar And Restaurant,casual dining,3.7,42,900.0,Yes,No,"chinese, south indian, north indian",brigade road,race course road,Alampur Bar And Restaurant
Alankar Restaurant,casual dining,2.8,40,800.0,No,No,"south indian, north indian, chinese",marathahalli,marathahalli,Alankar Restaurant
Alankrutha,casual dining,3.8,260,500.0,Yes,No,"andhra, biryani, north indian, chinese",koramangala 5th block,btm,Alankrutha
Alba - JW Marriott Bengaluru,fine dining,4.4,561,4000.0,No,Yes,italian,church street,lavelle road,Alba - JW Marriott Bengaluru
Al-Badia Restaurant,casual dining,4.2,89,700.0,No,No,arabian,kalyan nagar,kammanahalli,Al-Badia Restaurant
Al-Baik Kabab Corner,quick bites,3.2,25,350.0,Yes,No,"kebab, biryani",malleshwaram,yeshwantpur,Al-Baik Kabab Corner
Al-Baik Tandoori Restaurant,quick bites,3.6,113,450.0,Yes,No,"north indian, chinese, arabian, biryani, rolls",frazer town,nagawara,Al-Baik Tandoori Restaurant
Al-Bek,casual dining,3.9,682,650.0,Yes,No,"north indian, mughlai, chinese, seafood","byresandra,tavarekere,madiwala",jayanagar,Al-Bek
Albert Bakery,bakery,4.3,346,150.0,No,No,"bakery, fast food",frazer town,frazer town,Albert Bakery
Alchemy - The Chancery Pavilion,"microbrewery, casual dining",4.3,446,2000.0,No,Yes,modern indian,brigade road,residency road,Alchemy - The Chancery Pavilion
Alchemy Coffee Roasters,cafe,4.2,704,500.0,No,No,cafe,basavanagudi,jayanagar,Alchemy Coffee Roasters
Alfa Family Restaurant,casual dining,3.0,27,400.0,No,No,"north indian, arabian, chinese",basavanagudi,wilson garden,Alfa Family Restaurant
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"bar, casual dining",3.7,77,2000.0,No,Yes,continental,malleshwaram,malleshwaram,Alfresco by Bene -Sheraton Grand Bangalore Hotel at...
Al-Hyatt,quick bites,3.5,40,300.0,No,No,"biryani, chinese",koramangala 6th block,ejipura,Al-Hyatt
Ali Snacks Point,quick bites,3.4,5,150.0,Yes,No,"chinese, momos",malleshwaram,malleshwaram,Ali Snacks Point
Alibaba Cafe and Restaurant,casual dining,2.9,55,700.0,No,No,"arabian, middle eastern",kammanahalli,kalyan nagar,Alibaba Cafe and Restaurant
Alibi - Maya International Hotel,casual dining,1.8,224,1200.0,No,No,"north indian, continental, chinese",brigade road,church street,Alibi - Maya International Hotel
AlienSip,beverage shop,3.6,11,200.0,Yes,No,juices,bannerghatta road,btm,AlienSip
Alif Restaurant,casual dining,3.6,26,600.0,Yes,No,"north indian, chinese",bannerghatta road,jp nagar,Alif Restaurant
Aligarh House,delivery,4.4,98,400.0,Yes,No,"north indian, biryani, awadhi, mughlai","byresandra,tavarekere,madiwala",koramangala,Aligarh House
Alikemom,"takeaway, delivery",2.8,40,300.0,Yes,No,north indian,electronic city,electronic city,Alikemom
All Aromas,quick bites,2.8,40,400.0,Yes,No,"north indian, biryani",basavanagudi,jayanagar,All Aromas
All Saints Bakery,bakery,3.6,23,200.0,No,No,bakery,brigade road,brigade road,All Saints Bakery
All Shook Up,"dessert parlor, beverage shop",3.6,34,300.0,Yes,No,"desserts, beverages",brookefield,marathahalli,All Shook Up
All Shook Up!,"dessert parlor, beverage shop",3.6,19,300.0,Yes,No,"desserts, beverages",malleshwaram,rajajinagar,All Shook Up!
Allahabadi Tadaka,casual dining,2.9,46,250.0,No,No,north indian,indiranagar,domlur,Allahabadi Tadaka
Allana Kabab,quick bites,3.3,4,200.0,No,No,north indian,church street,richmond road,Allana Kabab
Alloro - The Oterra,fine dining,4.0,63,2500.0,No,Yes,italian,electronic city,electronic city,Alloro - The Oterra
Al-Madina,"takeaway, delivery",3.3,8,500.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,Al-Madina
Al-Madina Restaurant,casual dining,3.4,22,400.0,No,No,"arabian, north indian, chinese, kerala",basavanagudi,city market,Al-Madina Restaurant
Al-Marhaba Restaurant,quick bites,2.8,40,400.0,Yes,No,"arabian, chinese, north indian, rolls, momos",bannerghatta road,btm,Al-Marhaba Restaurant
Al-Noor Restaurant,quick bites,2.8,40,400.0,Yes,No,"chinese, north indian, mughlai",kalyan nagar,nagawara,Al-Noor Restaurant
Alpha - House of Biryani & Tandoor,casual dining,3.3,387,800.0,Yes,No,"biryani, north indian, chinese",brookefield,whitefield,Alpha - House of Biryani & Tandoor
Al-Sidique,quick bites,4.0,314,400.0,Yes,No,"north indian, chinese",rajajinagar,vijay nagar,Al-Sidique
alt,"bar, lounge",4.1,821,1900.0,No,Yes,finger food,whitefield,whitefield,alt
Altaf's Chillies Restaurant,casual dining,3.8,229,500.0,Yes,No,"north indian, chinese",frazer town,frazer town,Altaf's Chillies Restaurant
Altaj Restaurant,casual dining,3.3,6,700.0,No,No,"north indian, chinese",malleshwaram,rajajinagar,Altaj Restaurant
Al-Taj Restaurant,casual dining,3.3,10,600.0,Yes,No,"south indian, north indian, chinese",rajajinagar,rajajinagar,Al-Taj Restaurant
Alter Ego D'Deli,cafe,3.8,140,650.0,Yes,No,"cafe, continental, italian, burger, pizza, salad, steak",kalyan nagar,kalyan nagar,Alter Ego D'Deli
Alto Vino - Bengaluru Marriott Hotel Whitefield,fine dining,4.3,263,3000.0,No,Yes,"italian, salad",brookefield,whitefield,Alto Vino - Bengaluru Marriott Hotel Whitefield
AM WOW,beverage shop,3.4,6,100.0,Yes,No,beverages,banashankari,jayanagar,AM WOW
Amadora Gourmet Ice Cream & Sorbet,dessert parlor,2.8,40,500.0,No,No,desserts,brookefield,whitefield,Amadora Gourmet Ice Cream & Sorbet
Amande Patisserie,bakery,4.0,73,300.0,Yes,No,"bakery, french, desserts",banashankari,basavanagudi,Amande Patisserie
Amanthrana Gardenia,casual dining,3.8,107,800.0,Yes,No,"north indian, andhra, bbq, seafood, chinese",brookefield,brookefield,Amanthrana Gardenia
Amantrana,casual dining,3.2,15,800.0,No,No,"north indian, south indian",rajajinagar,magadi road,Amantrana
Amar Kolkata,quick bites,3.2,4,300.0,No,No,"bengali, north indian, chinese",indiranagar,old airport road,Amar Kolkata
Amara Food Point,"takeaway, delivery",3.3,4,250.0,No,No,south indian,"byresandra,tavarekere,madiwala",btm,Amara Food Point
Amaravathi Bar & Restaurant,"casual dining, bar",3.7,43,400.0,No,No,"north indian, chinese, seafood","byresandra,tavarekere,madiwala",jayanagar,Amaravathi Bar & Restaurant
Amaravathi Mess,quick bites,3.6,108,400.0,Yes,No,"andhra, biryani",electronic city,electronic city,Amaravathi Mess
Amaravati,quick bites,3.6,39,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,Amaravati
Amaravati - Pure Veg Restaurant,quick bites,3.5,93,350.0,Yes,No,"south indian, north indian, chinese",marathahalli,kaggadasapura,Amaravati - Pure Veg Restaurant
Amaravati Authentic Andhra Restaurant,casual dining,3.0,148,600.0,Yes,No,"andhra, chinese, north indian, biryani",brookefield,brookefield,Amaravati Authentic Andhra Restaurant
Amaravati Food Court,quick bites,3.3,7,300.0,Yes,No,kerala,whitefield,whitefield,Amaravati Food Court
Amaravati Grand,casual dining,3.3,7,550.0,No,No,"chinese, andhra, mangalorean",jayanagar,btm,Amaravati Grand
Amazing Blue Pub,pub,3.4,10,900.0,No,No,finger food,malleshwaram,seshadripuram,Amazing Blue Pub
Ambara Gardenia,casual dining,3.8,256,800.0,Yes,Yes,"andhra, north indian, chinese, seafood","byresandra,tavarekere,madiwala",bannerghatta road,Ambara Gardenia
Ambarsaria,casual dining,2.7,57,800.0,No,No,north indian,new bel road,new bel road,Ambarsaria
Amber Rush by The Pool,"bar, casual dining",3.9,140,1500.0,No,No,"north indian, chinese, continental",brookefield,marathahalli,Amber Rush by The Pool
Amber Rush Restobar,pub,4.1,93,1000.0,No,Yes,"continental, chinese, fast food",brigade road,residency road,Amber Rush Restobar
Ambika Biryani Corner,quick bites,3.5,37,300.0,No,No,biryani,rajajinagar,rajajinagar,Ambika Biryani Corner
Ambika Vegetarian Hotel,casual dining,3.7,31,500.0,No,No,"north indian, fast food",malleshwaram,rajajinagar,Ambika Vegetarian Hotel
Ambujam's Chettinad Mess,"quick bites, mess",3.2,27,400.0,Yes,No,"south indian, chettinad",kammanahalli,banaswadi,Ambujam's Chettinad Mess
Ambur Azad Darbar,quick bites,3.1,6,250.0,No,No,"north indian, fast food, biryani",jayanagar,btm,Ambur Azad Darbar
Ambur Biriyani,quick bites,3.2,4,200.0,No,No,biryani,indiranagar,old airport road,Ambur Biriyani
Ambur Biriyani Centre,quick bites,3.2,6,150.0,No,No,biryani,sarjapur road,bellandur,Ambur Biriyani Centre
Ambur Biriyani Classic,casual dining,3.3,136,700.0,Yes,No,"biryani, south indian, north indian",electronic city,electronic city,Ambur Biriyani Classic
Ambur Biriyani Point,quick bites,3.6,26,150.0,No,No,biryani,"byresandra,tavarekere,madiwala",btm,Ambur Biriyani Point
Ambur Biriyani Zone,quick bites,3.2,4,200.0,No,No,"biryani, kebab",kammanahalli,kammanahalli,Ambur Biriyani Zone
Ambur Biryani,quick bites,3.2,5,450.0,No,No,"south indian, fast food",hsr,hsr,Ambur Biryani
Ambur Biryani Hotel,quick bites,3.2,13,200.0,No,No,biryani,"byresandra,tavarekere,madiwala",koramangala 1st block,Ambur Biryani Hotel
Ambur Biryani Mess,mess,3.4,18,250.0,No,No,biryani,koramangala 4th block,koramangala 6th block,Ambur Biryani Mess
Ambur Biryani Point,quick bites,3.3,8,150.0,No,No,biryani,bellandur,sarjapur road,Ambur Biryani Point
Ambur Chicken Biryani,quick bites,3.1,9,250.0,No,No,biryani,hsr,hsr,Ambur Chicken Biryani
Ambur Darbar Biriyani Point,quick bites,3.2,24,200.0,Yes,No,biryani,malleshwaram,yeshwantpur,Ambur Darbar Biriyani Point
Ambur Dum Biriyani,quick bites,2.8,40,160.0,No,No,biryani,banashankari,basavanagudi,Ambur Dum Biriyani
Ambur Dum Biryani,quick bites,2.8,40,300.0,No,No,"biryani, fast food",electronic city,electronic city,Ambur Dum Biryani
Ambur Hot Dum Biriyani,quick bites,3.1,6,200.0,No,No,biryani,old airport road,jeevan bhima nagar,Ambur Hot Dum Biriyani
Ambur Hot Dum Biryani,quick bites,3.0,9,200.0,No,No,biryani,marathahalli,thippasandra,Ambur Hot Dum Biryani
Ambur Star Biryani,quick bites,3.5,22,200.0,No,No,biryani,bellandur,sarjapur road,Ambur Star Biryani
Ambur Star Briyani,casual dining,3.6,17,500.0,Yes,No,"north indian, chinese, biryani",indiranagar,indiranagar,Ambur Star Briyani
Ambur Star Dum Biriyani,quick bites,3.2,4,200.0,No,No,biryani,residency road,wilson garden,Ambur Star Dum Biriyani
Ambur Star Dum Biryani,quick bites,2.8,40,250.0,No,No,biryani,bellandur,sarjapur road,Ambur Star Dum Biryani
Ambur Tasty Biriyani,quick bites,3.2,4,200.0,No,No,biryani,hsr,hsr,Ambur Tasty Biriyani
Amchoor,quick bites,3.8,38,250.0,Yes,No,"north indian, beverages",marathahalli,marathahalli,Amchoor
Amdo's Corner Tibetan Foods,quick bites,4.0,47,250.0,No,No,"tibetan, momos",brigade road,richmond road,Amdo's Corner Tibetan Foods
American Bites,quick bites,2.4,48,450.0,Yes,No,"fast food, burger, pizza",frazer town,kalyan nagar,American Bites
American Desserts,"takeaway, delivery",3.6,23,500.0,Yes,No,"desserts, bakery",kalyan nagar,banaswadi,American Desserts
Amexicano,food truck,3.8,31,400.0,No,No,"american, mexican",indiranagar,east bangalore,Amexicano
Amigos Kitchen,quick bites,3.7,64,400.0,Yes,No,"chinese, north indian, mexican, fast food",kalyan nagar,banaswadi,Amigos Kitchen
Amjad Bhai's Star Hotel - Home Food Only,quick bites,2.8,40,300.0,No,No,"north indian, south indian","byresandra,tavarekere,madiwala",btm,Amjad Bhai's Star Hotel - Home Food Only
Ammachide Addukala,quick bites,3.5,6,300.0,No,No,kerala,bannerghatta road,bannerghatta road,Ammachide Addukala
Amma's Biryani & Rice,quick bites,2.8,40,300.0,Yes,No,"biryani, fast food",kalyan nagar,kammanahalli,Amma's Biryani & Rice
Amma's Cafe,quick bites,3.2,6,300.0,No,No,fast food,hsr,hsr,Amma's Cafe
Amma's Pastries,bakery,3.9,130,400.0,No,No,bakery,kalyan nagar,hbr layout,Amma's Pastries
Amma's Special,quick bites,3.5,40,400.0,No,No,south indian,koramangala 6th block,koramangala 1st block,Amma's Special
Ammayi Thakkaram,quick bites,3.5,40,400.0,No,No,"kerala, south indian",koramangala 6th block,btm,Ammayi Thakkaram
Ammi's Biryani,casual dining,2.7,171,500.0,Yes,No,"biryani, north indian",kalyan nagar,kalyan nagar,Ammi's Biryani
Ammus Hot N Cool,quick bites,3.4,84,300.0,Yes,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,Ammus Hot N Cool
Amnesia - The Poolside Bar,"casual dining, bar",3.7,15,2000.0,No,No,"north indian, chinese, continental",brigade road,residency road,Amnesia - The Poolside Bar
Amoeba Sports Bar,"lounge, bar",3.9,568,1000.0,Yes,Yes,"continental, chinese",brookefield,whitefield,Amoeba Sports Bar
Amontron,casual dining,3.9,435,650.0,Yes,No,bengali,bannerghatta road,btm,Amontron
Amour Fine Patisserie,"cafe, dessert parlor",4.0,82,500.0,Yes,Yes,"cafe, desserts, continental",hsr,hsr,Amour Fine Patisserie
Amravathi Restaurants & Caterers,quick bites,3.1,6,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm,Amravathi Restaurants & Caterers
Amrit,food court,3.4,24,600.0,No,No,"north indian, seafood","byresandra,tavarekere,madiwala",jp nagar,Amrit
Amrita Nadia Sweets,sweet shop,3.2,4,400.0,Yes,No,mithai,new bel road,jalahalli,Amrita Nadia Sweets
Amrith Ice Cream,dessert parlor,4.1,81,100.0,No,No,ice cream,malleshwaram,malleshwaram,Amrith Ice Cream
Amritsari Kulcha Bite,quick bites,3.9,99,150.0,Yes,No,north indian,indiranagar,ulsoor,Amritsari Kulcha Bite
Amritsari Kulcha Land,quick bites,4.0,260,300.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",jp nagar,Amritsari Kulcha Land
Amrut,quick bites,3.5,250,300.0,Yes,No,"north indian, chinese, fast food",malleshwaram,malleshwaram,Amrut
Amruta,casual dining,3.8,20,600.0,No,No,"south indian, north indian, chinese",lavelle road,majestic,Amruta
Amruth Parkland,"bar, casual dining",3.5,54,900.0,No,No,"north indian, chinese",sarjapur road,sarjapur road,Amruth Parkland
Amrutha Foods,quick bites,2.8,40,300.0,No,No,south indian,marathahalli,old airport road,Amrutha Foods
Amrutha Grand Restaurant,casual dining,3.2,204,500.0,Yes,No,"north indian, biryani, chinese",bellandur,sarjapur road,Amrutha Grand Restaurant
Amrutha Mess,quick bites,3.4,5,300.0,No,No,kerala,"byresandra,tavarekere,madiwala",btm,Amrutha Mess
Amrutha Sweets,quick bites,3.5,13,200.0,No,No,"street food, mithai",koramangala 4th block,ejipura,Amrutha Sweets
AM's Cafe Recreate,"takeaway, delivery",3.3,8,250.0,Yes,No,"chinese, north indian","byresandra,tavarekere,madiwala",btm,AM's Cafe Recreate
Amul Ice Cream,dessert parlor,2.8,40,100.0,Yes,No,"desserts, ice cream",hsr,hsr,Amul Ice Cream
An Egg Story,cafe,4.0,241,600.0,No,No,"cafe, continental, american, italian",kalyan nagar,kalyan nagar,An Egg Story
Anamika Roll Centre,quick bites,3.2,4,300.0,No,No,"north indian, fast food, rolls",jayanagar,wilson garden,Anamika Roll Centre
Anand Donne Biriyani,quick bites,3.6,45,200.0,Yes,No,biryani,banashankari,jayanagar,Anand Donne Biriyani
Anand Sagar Inn,casual dining,3.2,6,450.0,No,No,"south indian, north indian, chinese",jayanagar,basavanagudi,Anand Sagar Inn
Anand Sweets and Savouries,quick bites,4.0,99,400.0,Yes,No,"mithai, street food",kalyan nagar,kammanahalli,Anand Sweets and Savouries
Anand Vihar,quick bites,2.5,58,400.0,No,No,"north indian, chinese",frazer town,rt nagar,Anand Vihar
Anda Ka Funda,quick bites,3.1,14,300.0,Yes,No,"north indian, chinese",jp nagar,jayanagar,Anda Ka Funda
Anda Special-Pav Bhaji,quick bites,3.4,8,200.0,Yes,No,fast food,new bel road,yeshwantpur,Anda Special-Pav Bhaji
Andal Mess,mess,3.1,22,300.0,Yes,No,"biryani, south indian, north indian",koramangala 4th block,domlur,Andal Mess
Ande Ka Funda,quick bites,2.8,60,250.0,No,No,"north indian, fast food, rolls","byresandra,tavarekere,madiwala",btm,Ande Ka Funda
Andhra Amigos,casual dining,3.6,81,350.0,Yes,No,"andhra, north indian, biryani",electronic city,electronic city,Andhra Amigos
Andhra Bhojanam,casual dining,3.6,21,600.0,No,No,"north indian, south indian, andhra",bannerghatta road,bannerghatta road,Andhra Bhojanam
Andhra Biriyani Palace,quick bites,2.8,40,250.0,Yes,No,"biryani, andhra",kalyan nagar,nagawara,Andhra Biriyani Palace
Andhra Biryani & Curries,quick bites,3.1,4,400.0,Yes,No,"north indian, south indian, chinese, andhra, biryani",electronic city,electronic city,Andhra Biryani & Curries
Andhra Biryanis,casual dining,4.0,108,700.0,Yes,No,"andhra, biryani, north indian",brookefield,whitefield,Andhra Biryanis
Andhra Box,quick bites,3.2,4,400.0,No,No,"andhra, biryani, chinese",brookefield,marathahalli,Andhra Box
Andhra Central,food court,3.1,13,400.0,Yes,No,andhra,brookefield,marathahalli,Andhra Central
Andhra Chettinad Cuisine,quick bites,3.6,24,250.0,No,No,"andhra, south indian, chettinad",electronic city,electronic city,Andhra Chettinad Cuisine
Andhra Express,"takeaway, delivery",3.7,19,300.0,Yes,No,"andhra, biryani, north indian, beverages",marathahalli,cv raman nagar,Andhra Express
Andhra Food Cafe (AFC),quick bites,3.3,46,250.0,Yes,No,"andhra, north indian, south indian",electronic city,electronic city,Andhra Food Cafe (AFC)
Andhra Ghumaghumalu,quick bites,2.8,40,300.0,Yes,No,"andhra, biryani, north indian",brookefield,whitefield,Andhra Ghumaghumalu
Andhra Grills,casual dining,3.0,55,800.0,No,No,"andhra, north indian, biryani",bannerghatta road,jp nagar,Andhra Grills
Andhra Kafe,casual dining,3.8,241,550.0,Yes,No,"andhra, south indian, north indian, biryani",brookefield,whitefield,Andhra Kafe
Andhra Kitchen,quick bites,3.9,45,400.0,Yes,No,andhra,electronic city,electronic city,Andhra Kitchen
Andhra Mess,mess,2.8,17,400.0,Yes,No,"andhra, biryani, chinese",brookefield,brookefield,Andhra Mess
Andhra Paris,quick bites,3.2,5,250.0,Yes,No,andhra,bellandur,sarjapur road,Andhra Paris
Andhra Ruchi's Restaurant,delivery,3.1,72,500.0,Yes,No,"andhra, north indian, biryani",whitefield,whitefield,Andhra Ruchi's Restaurant
Andhra Ruchulu,casual dining,4.2,1428,800.0,Yes,Yes,"andhra, north indian",bannerghatta road,jp nagar,Andhra Ruchulu
Andhra Spice,casual dining,2.8,40,600.0,No,No,"north indian, hyderabadi, chinese, south indian, beverages, desserts",bellandur,sarjapur road,Andhra Spice
Andhra Spice Mess,quick bites,3.4,9,250.0,Yes,No,"andhra, biryani, north indian, chinese",new bel road,new bel road,Andhra Spice Mess
Andhra Spices,quick bites,3.2,4,400.0,No,No,"andhra, chinese, south indian",whitefield,brookefield,Andhra Spices
