restaurant_name,restaurant_type,rate_out_of_5,num_of_ratings,avg_cost_two_people,online_order,table_booking,cuisines_type,area,local_address
alt,"bar, lounge",4.1,821,1900.0,No,Yes,finger food,whitefield,whitefield
Altaf's Chillies Restaurant,casual dining,3.8,229,500.0,Yes,No,"north indian, chinese",frazer town,frazer town
Altaj Restaurant,casual dining,3.3,6,700.0,No,No,"north indian, chinese",malleshwaram,rajajinagar
Al-Taj Restaurant,casual dining,3.3,10,600.0,Yes,No,"south indian, north indian, chinese",rajajinagar,rajajinagar
Alter Ego D'Deli,cafe,3.8,140,650.0,Yes,No,"cafe, continental, italian, burger, pizza, salad, steak",kalyan nagar,kalyan nagar
Alto Vino - Bengaluru Marriott Hotel Whitefield,fine dining,4.3,263,3000.0,No,Yes,"italian, salad",brookefield,whitefield
AM WOW,beverage shop,3.4,6,100.0,Yes,No,beverages,banashankari,jayanagar
Amadora Gourmet Ice Cream & Sorbet,dessert parlor,2.8,40,500.0,No,No,desserts,brookefield,whitefield
Amande Patisserie,bakery,4.0,73,300.0,Yes,No,"bakery, french, desserts",banashankari,basavanagudi
Amanthrana Gardenia,casual dining,3.8,107,800.0,Yes,No,"north indian, andhra, bbq, seafood, chinese",brookefield,brookefield
Amantrana,casual dining,3.2,15,800.0,No,No,"north indian, south indian",rajajinagar,magadi road
Amar Kolkata,quick bites,3.2,4,300.0,No,No,"bengali, north indian, chinese",indiranagar,old airport road
Amara Food Point,"takeaway, delivery",3.3,4,250.0,No,No,south indian,"byresandra,tavarekere,madiwala",btm
Amaravathi Bar & Restaurant,"casual dining, bar",3.7,43,400.0,No,No,"north indian, chinese, seafood","byresandra,tavarekere,madiwala",jayanagar
Amaravathi Mess,quick bites,3.6,108,400.0,Yes,No,"andhra, biryani",electronic city,electronic city
Amaravati,quick bites,3.6,39,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm
Amaravati - Pure Veg Restaurant,quick bites,3.5,93,350.0,Yes,No,"south indian, north indian, chinese",marathahalli,kaggadasapura
Amaravati Authentic Andhra Restaurant,casual dining,3.0,148,600.0,Yes,No,"andhra, chinese, north indian, biryani",brookefield,brookefield
Amaravati Food Court,quick bites,3.3,7,300.0,Yes,No,kerala,whitefield,whitefield
Amaravati Grand,casual dining,3.3,7,550.0,No,No,"chinese, andhra, mangalorean",jayanagar,btm
Amazing Blue Pub,pub,3.4,10,900.0,No,No,finger food,malleshwaram,seshadripuram
Ambara Gardenia,casual dining,3.8,256,800.0,Yes,Yes,"andhra, north indian, chinese, seafood","byresandra,tavarekere,madiwala",bannerghatta road
Ambarsaria,casual dining,2.7,57,800.0,No,No,north indian,new bel road,new bel road
Amber Rush by The Pool,"bar, casual dining",3.9,140,1500.0,No,No,"north indian, chinese, continental",brookefield,marathahalli
Amber Rush Restobar,pub,4.1,93,1000.0,No,Yes,"continental, chinese, fast food",brigade road,residency road
Ambika Biryani Corner,quick bites,3.5,37,300.0,No,No,biryani,rajajinagar,rajajinagar
Ambika Vegetarian Hotel,casual dining,3.7,31,500.0,No,No,"north indian, fast food",malleshwaram,rajajinagar
Ambujam's Chettinad Mess,"quick bites, mess",3.2,27,400.0,Yes,No,"south indian, chettinad",kammanahalli,banaswadi
Ambur Azad Darbar,quick bites,3.1,6,250.0,No,No,"north indian, fast food, biryani",jayanagar,btm
Ambur Biriyani,quick bites,3.2,4,200.0,No,No,biryani,indiranagar,old airport road
Ambur Biriyani Centre,quick bites,3.2,6,150.0,No,No,biryani,sarjapur road,bellandur
Ambur Biriyani Classic,casual dining,3.3,136,700.0,Yes,No,"biryani, south indian, north indian",electronic city,electronic city
Ambur Biriyani Point,quick bites,3.6,26,150.0,No,No,biryani,"byresandra,tavarekere,madiwala",btm
Ambur Biriyani Zone,quick bites,3.2,4,200.0,No,No,"biryani, kebab",kammanahalli,kammanahalli
Ambur Biryani,quick bites,3.2,5,450.0,No,No,"south indian, fast food",hsr,hsr
Ambur Biryani Hotel,quick bites,3.2,13,200.0,No,No,biryani,"byresandra,tavarekere,madiwala",koramangala 1st block
Ambur Biryani Mess,mess,3.4,18,250.0,No,No,biryani,koramangala 4th block,koramangala 6th block
Ambur Biryani Point,quick bites,3.3,8,150.0,No,No,biryani,bellandur,sarjapur road
Ambur Chicken Biryani,quick bites,3.1,9,250.0,No,No,biryani,hsr,hsr
Ambur Darbar Biriyani Point,quick bites,3.2,24,200.0,Yes,No,biryani,malleshwaram,yeshwantpur
Ambur Dum Biriyani,quick bites,2.8,40,160.0,No,No,biryani,banashankari,basavanagudi
Ambur Dum Biryani,quick bites,2.8,40,300.0,No,No,"biryani, fast food",electronic city,electronic city
Ambur Hot Dum Biriyani,quick bites,3.1,6,200.0,No,No,biryani,old airport road,jeevan bhima nagar
Ambur Hot Dum Biryani,quick bites,3.0,9,200.0,No,No,biryani,marathahalli,thippasandra
Ambur Star Biryani,quick bites,3.5,22,200.0,No,No,biryani,bellandur,sarjapur road
Ambur Star Briyani,casual dining,3.6,17,500.0,Yes,No,"north indian, chinese, biryani",indiranagar,indiranagar
Ambur Star Dum Biriyani,quick bites,3.2,4,200.0,No,No,biryani,residency road,wilson garden
Ambur Star Dum Biryani,quick bites,2.8,40,250.0,No,No,biryani,bellandur,sarjapur road
Ambur Tasty Biriyani,quick bites,3.2,4,200.0,No,No,biryani,hsr,hsr
Amchoor,quick bites,3.8,38,250.0,Yes,No,"north indian, beverages",marathahalli,marathahalli
Amdo's Corner Tibetan Foods,quick bites,4.0,47,250.0,No,No,"tibetan, momos",brigade road,richmond road
American Bites,quick bites,2.4,48,450.0,Yes,No,"fast food, burger, pizza",frazer town,kalyan nagar
American Desserts,"takeaway, delivery",3.6,23,500.0,Yes,No,"desserts, bakery",kalyan nagar,banaswadi
Amexicano,food truck,3.8,31,400.0,No,No,"american, mexican",indiranagar,east bangalore
Amigos Kitchen,quick bites,3.7,64,400.0,Yes,No,"chinese, north indian, mexican, fast food",kalyan nagar,banaswadi
Amjad Bhai's Star Hotel - Home Food Only,quick bites,2.8,40,300.0,No,No,"north indian, south indian","byresandra,tavarekere,madiwala",btm
Ammachide Addukala,quick bites,3.5,6,300.0,No,No,kerala,bannerghatta road,bannerghatta road
Amma's Biryani & Rice,quick bites,2.8,40,300.0,Yes,No,"biryani, fast food",kalyan nagar,kammanahalli
Amma's Cafe,quick bites,3.2,6,300.0,No,No,fast food,hsr,hsr
Amma's Pastries,bakery,3.9,130,400.0,No,No,bakery,kalyan nagar,hbr layout
Amma's Special,quick bites,3.5,40,400.0,No,No,south indian,koramangala 6th block,koramangala 1st block
Ammayi Thakkaram,quick bites,3.5,40,400.0,No,No,"kerala, south indian",koramangala 6th block,btm
Ammi's Biryani,casual dining,2.7,171,500.0,Yes,No,"biryani, north indian",kalyan nagar,kalyan nagar
Ammus Hot N Cool,quick bites,3.4,84,300.0,Yes,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm
Amnesia - The Poolside Bar,"casual dining, bar",3.7,15,2000.0,No,No,"north indian, chinese, continental",brigade road,residency road
Amoeba Sports Bar,"lounge, bar",3.9,568,1000.0,Yes,Yes,"continental, chinese",brookefield,whitefield
Amontron,casual dining,3.9,435,650.0,Yes,No,bengali,bannerghatta road,btm
Amour Fine Patisserie,"cafe, dessert parlor",4.0,82,500.0,Yes,Yes,"cafe, desserts, continental",hsr,hsr
Amravathi Restaurants & Caterers,quick bites,3.1,6,400.0,No,No,"north indian, chinese","byresandra,tavarekere,madiwala",btm
Amrit,food court,3.4,24,600.0,No,No,"north indian, seafood","byresandra,tavarekere,madiwala",jp nagar
Amrita Nadia Sweets,sweet shop,3.2,4,400.0,Yes,No,mithai,new bel road,jalahalli
Amrith Ice Cream,dessert parlor,4.1,81,100.0,No,No,ice cream,malleshwaram,malleshwaram
Amritsari Kulcha Bite,quick bites,3.9,99,150.0,Yes,No,north indian,indiranagar,ulsoor
Amritsari Kulcha Land,quick bites,4.0,260,300.0,Yes,No,north indian,"byresandra,tavarekere,madiwala",jp nagar
Amrut,quick bites,3.5,250,300.0,Yes,No,"north indian, chinese, fast food",malleshwaram,malleshwaram
Amruta,casual dining,3.8,20,600.0,No,No,"south indian, north indian, chinese",lavelle road,majestic
Amruth Parkland,"bar, casual dining",3.5,54,900.0,No,No,"north indian, chinese",sarjapur road,sarjapur road
Amrutha Foods,quick bites,2.8,40,300.0,No,No,south indian,marathahalli,old airport road
Amrutha Grand Restaurant,casual dining,3.2,204,500.0,Yes,No,"north indian, biryani, chinese",bellandur,sarjapur road
Amrutha Mess,quick bites,3.4,5,300.0,No,No,kerala,"byresandra,tavarekere,madiwala",btm
Amrutha Sweets,quick bites,3.5,13,200.0,No,No,"street food, mithai",koramangala 4th block,ejipura
AM's Cafe Recreate,"takeaway, delivery",3.3,8,250.0,Yes,No,"chinese, north indian","byresandra,tavarekere,madiwala",btm
Amul Ice Cream,dessert parlor,2.8,40,100.0,Yes,No,"desserts, ice cream",hsr,hsr
An Egg Story,cafe,4.0,241,600.0,No,No,"cafe, continental, american, italian",kalyan nagar,kalyan nagar
Anamika Roll Centre,quick bites,3.2,4,300.0,No,No,"north indian, fast food, rolls",jayanagar,wilson garden
Anand Donne Biriyani,quick bites,3.6,45,200.0,Yes,No,biryani,banashankari,jayanagar
Anand Sagar Inn,casual dining,3.2,6,450.0,No,No,"south indian, north indian, chinese",jayanagar,basavanagudi
Anand Sweets and Savouries,quick bites,4.0,99,400.0,Yes,No,"mithai, street food",kalyan nagar,kammanahalli
Anand Vihar,quick bites,2.5,58,400.0,No,No,"north indian, chinese",frazer town,rt nagar
Anda Ka Funda,quick bites,3.1,14,300.0,Yes,No,"north indian, chinese",jp nagar,jayanagar
Anda Special-Pav Bhaji,quick bites,3.4,8,200.0,Yes,No,fast food,new bel road,yeshwantpur
Andal Mess,mess,3.1,22,300.0,Yes,No,"biryani, south indian, north indian",koramangala 4th block,domlur
Ande Ka Funda,quick bites,2.8,60,250.0,No,No,"north indian, fast food, rolls","byresandra,tavarekere,madiwala",btm
Andhra Amigos,casual dining,3.6,81,350.0,Yes,No,"andhra, north indian, biryani",electronic city,electronic city
Andhra Bhojanam,casual dining,3.6,21,600.0,No,No,"north indian, south indian, andhra",bannerghatta road,bannerghatta road
Andhra Biriyani Palace,quick bites,2.8,40,250.0,Yes,No,"biryani, andhra",kalyan nagar,nagawara
Andhra Biryani & Curries,quick bites,3.1,4,400.0,Yes,No,"north indian, south indian, chinese, andhra, biryani",electronic city,electronic city
Andhra Biryanis,casual dining,4.0,108,700.0,Yes,No,"andhra, biryani, north indian",brookefield,whitefield
Andhra Box,quick bites,3.2,4,400.0,No,No,"andhra, biryani, chinese",brookefield,marathahalli
Andhra Central,food court,3.1,13,400.0,Yes,No,andhra,brookefield,marathahalli
Andhra Chettinad Cuisine,quick bites,3.6,24,250.0,No,No,"andhra, south indian, chettinad",electronic city,electronic city
Andhra Express,"takeaway, delivery",3.7,19,300.0,Yes,No,"andhra, biryani, north indian, beverages",marathahalli,cv raman nagar
Andhra Food Cafe (AFC),quick bites,3.3,46,250.0,Yes,No,"andhra, north indian, south indian",electronic city,electronic city
Andhra Ghumaghumalu,quick bites,2.8,40,300.0,Yes,No,"andhra, biryani, north indian",brookefield,whitefield
Andhra Grills,casual dining,3.0,55,800.0,No,No,"andhra, north indian, biryani",bannerghatta road,jp nagar
Andhra Kafe,casual dining,3.8,241,550.0,Yes,No,"andhra, south indian, north indian, biryani",brookefield,whitefield
Andhra Kitchen,quick bites,3.9,45,400.0,Yes,No,andhra,electronic city,electronic city
Andhra Mess,mess,2.8,17,400.0,Yes,No,"andhra, biryani, chinese",brookefield,brookefield
Andhra Paris,quick bites,3.2,5,250.0,Yes,No,andhra,bellandur,sarjapur road
Andhra Ruchi's Restaurant,delivery,3.1,72,500.0,Yes,No,"andhra, north indian, biryani",whitefield,whitefield
Andhra Ruchulu,casual dining,4.2,1428,800.0,Yes,Yes,"andhra, north indian",bannerghatta road,jp nagar
Andhra Spice,casual dining,2.8,40,600.0,No,No,"north indian, hyderabadi, chinese, south indian, beverages, desserts",bellandur,sarjapur road
Andhra Spice Mess,quick bites,3.4,9,250.0,Yes,No,"andhra, biryani, north indian, chinese",new bel road,new bel road
Andhra Spices,quick bites,3.2,4,400.0,No,No,"andhra, chinese, south indian",whitefield,brookefield
Andhra Spicy,quick bites,3.5,11,400.0,No,No,"andhra, biryani",bellandur,bellandur
Andhra Spicy Food Court,quick bites,3.2,22,400.0,Yes,No,"andhra, biryani",electronic city,electronic city
Andhra Spicy Inn,quick bites,2.8,40,450.0,Yes,No,"north indian, south indian, mughlai, andhra, biryani, chinese",kalyan nagar,nagawara
Andhra Star Biryani,quick bites,3.2,6,200.0,No,No,biryani,marathahalli,brookefield
Andhra Vantakam,casual dining,3.9,317,800.0,Yes,No,"andhra, chinese, north indian, seafood",malleshwaram,rajajinagar
Andhra Vantillu,quick bites,3.3,4,350.0,No,No,"south indian, north indian",hsr,hsr
Andhra Vilaas,quick bites,3.7,52,350.0,Yes,No,"andhra, north indian, biryani",bellandur,sarjapur road
Andhra Vindu Multi Cuisine Restaurant,casual dining,3.3,11,600.0,Yes,No,"andhra, south indian, fast food",brookefield,marathahalli
Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,cafe,3.1,12,300.0,No,No,"cafe, beverages, fast food",new bel road,new bel road
Angaar Biriyani,quick bites,3.7,92,400.0,Yes,No,"biryani, chinese, fast food",whitefield,whitefield
Angaar Indian Grill & Restaurant,casual dining,3.9,121,600.0,No,No,"arabian, mughlai, north indian, chinese, rolls",kalyan nagar,hbr layout
Angel Mess,quick bites,3.5,17,200.0,No,No,south indian,marathahalli,kaggadasapura
Angel Mutton Leg Soup,quick bites,3.5,22,200.0,No,No,south indian,indiranagar,jeevan bhima nagar
Angel Restaurant,quick bites,2.8,165,450.0,Yes,No,"kerala, south indian, north indian",bannerghatta road,bannerghatta road
Angel's Kitchen,quick bites,3.5,10,300.0,No,No,kerala,whitefield,whitefield
Angiie's Cafe,quick bites,3.7,29,450.0,Yes,No,"burger, fast food",bellandur,sarjapur road
Anika's India Kitchen,delivery,3.3,5,250.0,Yes,No,"biryani, north indian","byresandra,tavarekere,madiwala",hsr
Aniram's,delivery,4.1,739,500.0,Yes,No,"chinese, north indian",bannerghatta road,jp nagar
Anjappaar,casual dining,3.9,96,650.0,No,No,"chettinad, south indian",marathahalli,marathahalli
Anjappar,casual dining,2.7,40,650.0,No,No,"chettinad, south indian",jayanagar,jp nagar
Anju's Cafe,cafe,3.4,6,600.0,No,No,"cafe, north indian",bannerghatta road,jp nagar
Anna Kuteera,casual dining,3.8,62,400.0,No,No,"south indian, north indian, chinese",residency road,st. marks road
Annabell,"quick bites, beverage shop",4.0,264,700.0,Yes,No,"continental, beverages",indiranagar,indiranagar
Annalakshmi,casual dining,3.5,28,700.0,No,No,"andhra, chettinad",bellandur,bellandur
Annapoorani,casual dining,3.9,434,400.0,No,No,south indian,indiranagar,indiranagar
Annapoorni Grand,casual dining,3.9,82,450.0,No,No,"chinese, south indian, north indian",lavelle road,majestic
Annappa's Naati Mane,quick bites,3.5,73,400.0,No,No,"south indian, chinese",rajajinagar,rajajinagar
Annapurna Andhra Hotel,quick bites,3.3,5,400.0,Yes,No,"mughlai, chinese, north indian",electronic city,electronic city
Annapurna Bengali Restaurant,casual dining,3.9,50,500.0,No,No,bengali,brookefield,whitefield
Annapurna Benne Dose,quick bites,2.8,40,200.0,Yes,No,south indian,jp nagar,jp nagar
Annapurna Foods,casual dining,3.5,11,400.0,Yes,No,"north indian, chinese, hyderabadi",bellandur,bellandur
Antarastriya,quick bites,3.9,461,200.0,Yes,No,"chinese, fast food, momos",malleshwaram,malleshwaram
ANTIGRAVITY,"pub, casual dining",4.4,730,1500.0,No,Yes,"continental, north indian, chinese, bbq",marathahalli,marathahalli
Antilla Aromas,dessert parlor,3.7,18,300.0,Yes,No,"desserts, ice cream",bannerghatta road,bannerghatta road
Anu Momos Chinese Kitchen,quick bites,3.7,118,450.0,Yes,No,"chinese, thai, momos",kalyan nagar,kammanahalli
Anupam's Coast II Coast,casual dining,4.1,841,700.0,Yes,No,"seafood, mangalorean, north indian, chinese","byresandra,tavarekere,madiwala",koramangala 6th block
Anupam's Coastal Express,casual dining,4.1,179,600.0,Yes,No,"seafood, mangalorean, south indian",basavanagudi,shanti nagar
Anushka Restaurant,casual dining,2.8,40,550.0,Yes,No,"north indian, chinese",brookefield,whitefield
Apna Hotel,quick bites,3.5,26,300.0,Yes,No,"north indian, hyderabadi",brookefield,whitefield
Apna Punjab,quick bites,3.6,474,450.0,Yes,No,"north indian, chinese, fast food",bannerghatta road,btm
Apna Veg Dhaba,casual dining,3.1,35,400.0,Yes,No,"north indian, chinese",bellandur,bellandur
Apoorva Multi Cuisine Restaurant,casual dining,3.9,236,750.0,Yes,No,"north indian, south indian, chinese, andhra, biryani",brookefield,brookefield
Appam & Curry,quick bites,3.8,18,200.0,Yes,No,"kerala, south indian","byresandra,tavarekere,madiwala",koramangala 1st block
Appam Centre,quick bites,3.2,4,200.0,No,No,kerala,bannerghatta road,jp nagar
Appana Restaurant,quick bites,2.8,40,300.0,Yes,No,north indian,bannerghatta road,btm
Appetite Workstation,quick bites,3.6,16,500.0,Yes,No,"north indian, chinese, biryani",bellandur,sarjapur road
Apple Cafe,quick bites,3.3,14,300.0,No,No,"beverages, fast food",marathahalli,marathahalli
Apsara Ice Cream,dessert parlor,3.2,4,200.0,No,No,"ice cream, desserts",brookefield,whitefield
AQNI,casual dining,3.6,89,650.0,Yes,No,"north indian, mughlai, biryani, rolls",malleshwaram,new bel road
Aqua - The Park Bangalore,"lounge, bar",4.0,195,3000.0,No,Yes,"north indian, mediterranean, chinese",church street,mg road
Arabian Bites,quick bites,3.4,24,300.0,Yes,No,"north indian, chinese",basavanagudi,btm
Arabian Mataam,quick bites,3.7,19,500.0,No,No,"biryani, arabian",frazer town,frazer town
Arabian Mexico,quick bites,3.3,53,400.0,Yes,No,"fast food, arabian",jp nagar,bannerghatta road
Arabian Shawarma,kiosk,3.7,30,150.0,Yes,No,arabian,frazer town,kammanahalli
Arafa Juice Center,quick bites,3.5,10,250.0,No,No,"juices, desserts, fast food","byresandra,tavarekere,madiwala",koramangala 5th block
Aramane Brundavan,casual dining,3.3,4,450.0,Yes,No,"chinese, north indian, south indian, fast food",malleshwaram,rajajinagar
Aramane Donne Biriyani,quick bites,3.9,189,300.0,Yes,No,"biryani, fast food",bannerghatta road,btm
Aramane Donne Biryani,quick bites,2.8,40,300.0,Yes,No,"biryani, fast food",jp nagar,jp nagar
Aramane Donne Briyani,quick bites,3.9,339,300.0,Yes,No,"biryani, fast food",jayanagar,jp nagar
Aramane Restaurant,casual dining,2.9,90,800.0,Yes,Yes,"north indian, south indian, seafood, biryani, chinese",bannerghatta road,bannerghatta road
Arbor Brewing Company,"pub, microbrewery",4.5,8375,2000.0,No,Yes,"american, continental, salad",brigade road,brigade road
